7749,UNITED ST0,UNITED STATES,AMERICA,
7750,JORDAN   3,JORDAN,MIDDLE EAST,
7751,KENYA    2,KENYA,AFRICA,
7752,KENYA    6,KENYA,AFRICA,
7753,UNITED KI2,UNITED KINGDOM,EUROPE,
7754,ARGENTINA2,ARGENTINA,AMERICA,
7755,CANADA   0,CANADA,AMERICA,
7756,FRANCE   1,FRANCE,EUROPE,
7757,BRAZIL   5,BRAZIL,AMERICA,
7758,ROMANIA  0,ROMANIA,EUROPE,
7759,RUSSIA   4,RUSSIA,EUROPE,
7760,IRAQ     9,IRAQ,MIDDLE EAST,
7761,CANADA   2,CANADA,AMERICA,
7762,GERMANY  9,GERMANY,EUROPE,
7763,ARGENTINA3,ARGENTINA,AMERICA,
7764,JAPAN    5,JAPAN,ASIA,
7765,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,
7766,UNITED ST2,UNITED STATES,AMERICA,
7767,BRAZIL   8,BRAZIL,AMERICA,
7768,IRAN     7,IRAN,MIDDLE EAST,
7769,CANADA   8,CANADA,AMERICA,
7770,GERMANY  4,GERMANY,EUROPE,
7771,MOZAMBIQU7,MOZAMBIQUE,AFRICA,
7772,INDONESIA6,INDONESIA,ASIA,
7773,INDIA    0,INDIA,ASIA,
7774,IRAQ     3,IRAQ,MIDDLE EAST,
7775,ETHIOPIA 0,ETHIOPIA,AFRICA,
7776,UNITED KI6,UNITED KINGDOM,EUROPE,
7777,JORDAN   0,JORDAN,MIDDLE EAST,
7778,EGYPT    2,EGYPT,MIDDLE EAST,
7779,ETHIOPIA 7,ETHIOPIA,AFRICA,
7780,ETHIOPIA 6,ETHIOPIA,AFRICA,
7781,SAUDI ARA5,SAUDI ARABIA,MIDDLE EAST,
7782,JORDAN   0,JORDAN,MIDDLE EAST,
7783,IRAQ     7,IRAQ,MIDDLE EAST,
7784,UNITED ST5,UNITED STATES,AMERICA,
7785,ROMANIA  0,ROMANIA,EUROPE,
7786,CHINA    6,CHINA,ASIA,
7787,MOZAMBIQU6,MOZAMBIQUE,AFRICA,
7788,ETHIOPIA 1,ETHIOPIA,AFRICA,
7789,BRAZIL   5,BRAZIL,AMERICA,
7790,ROMANIA  9,ROMANIA,EUROPE,
7791,FRANCE   2,FRANCE,EUROPE,
7792,MOROCCO  2,MOROCCO,AFRICA,
7793,UNITED KI6,UNITED KINGDOM,EUROPE,
7794,JAPAN    6,JAPAN,ASIA,
7795,IRAQ     5,IRAQ,MIDDLE EAST,
7796,UNITED ST0,UNITED STATES,AMERICA,
7797,INDONESIA2,INDONESIA,ASIA,
7798,UNITED ST5,UNITED STATES,AMERICA,
7799,MOROCCO  3,MOROCCO,AFRICA,
7800,ALGERIA  4,ALGERIA,AFRICA,
7801,ARGENTINA4,ARGENTINA,AMERICA,
7802,JORDAN   0,JORDAN,MIDDLE EAST,
7803,INDONESIA9,INDONESIA,ASIA,
7804,RUSSIA   9,RUSSIA,EUROPE,
7805,JAPAN    8,JAPAN,ASIA,
7806,ALGERIA  0,ALGERIA,AFRICA,
7807,VIETNAM  8,VIETNAM,ASIA,
7808,BRAZIL   9,BRAZIL,AMERICA,
7809,SAUDI ARA9,SAUDI ARABIA,MIDDLE EAST,
7810,MOZAMBIQU2,MOZAMBIQUE,AFRICA,
7811,JAPAN    9,JAPAN,ASIA,
7812,ALGERIA  5,ALGERIA,AFRICA,
7813,INDIA    2,INDIA,ASIA,
7814,JORDAN   9,JORDAN,MIDDLE EAST,
7815,RUSSIA   4,RUSSIA,EUROPE,
7816,CHINA    9,CHINA,ASIA,
7817,BRAZIL   6,BRAZIL,AMERICA,
7818,BRAZIL   3,BRAZIL,AMERICA,
7819,EGYPT    8,EGYPT,MIDDLE EAST,
7820,INDIA    1,INDIA,ASIA,
7821,GERMANY  5,GERMANY,EUROPE,
7822,PERU     1,PERU,AMERICA,
7823,UNITED ST8,UNITED STATES,AMERICA,
7824,JORDAN   3,JORDAN,MIDDLE EAST,
7825,PERU     9,PERU,AMERICA,
7826,PERU     8,PERU,AMERICA,
7827,BRAZIL   0,BRAZIL,AMERICA,
7828,MOZAMBIQU4,MOZAMBIQUE,AFRICA,
7829,MOZAMBIQU6,MOZAMBIQUE,AFRICA,
7830,CANADA   5,CANADA,AMERICA,
7831,INDONESIA0,INDONESIA,ASIA,
7832,SAUDI ARA4,SAUDI ARABIA,MIDDLE EAST,
7833,UNITED ST9,UNITED STATES,AMERICA,
7834,IRAQ     7,IRAQ,MIDDLE EAST,
7835,UNITED ST9,UNITED STATES,AMERICA,
7836,GERMANY  3,GERMANY,EUROPE,
7837,EGYPT    9,EGYPT,MIDDLE EAST,
7838,ARGENTINA2,ARGENTINA,AMERICA,
7839,MOZAMBIQU7,MOZAMBIQUE,AFRICA,
7840,MOZAMBIQU2,MOZAMBIQUE,AFRICA,
7841,EGYPT    9,EGYPT,MIDDLE EAST,
7842,UNITED KI4,UNITED KINGDOM,EUROPE,
7843,IRAN     9,IRAN,MIDDLE EAST,
7844,IRAN     1,IRAN,MIDDLE EAST,
7845,ROMANIA  4,ROMANIA,EUROPE,
7846,JORDAN   8,JORDAN,MIDDLE EAST,
7847,ROMANIA  9,ROMANIA,EUROPE,
7848,GERMANY  0,GERMANY,EUROPE,
7849,INDONESIA1,INDONESIA,ASIA,
7850,MOROCCO  4,MOROCCO,AFRICA,
7851,ETHIOPIA 7,ETHIOPIA,AFRICA,
7852,VIETNAM  5,VIETNAM,ASIA,
7853,INDIA    0,INDIA,ASIA,
7854,FRANCE   8,FRANCE,EUROPE,
7855,IRAN     7,IRAN,MIDDLE EAST,
7856,CANADA   9,CANADA,AMERICA,
7857,UNITED KI9,UNITED KINGDOM,EUROPE,
7858,RUSSIA   6,RUSSIA,EUROPE,
7859,UNITED KI5,UNITED KINGDOM,EUROPE,
7860,ARGENTINA6,ARGENTINA,AMERICA,
7861,PERU     7,PERU,AMERICA,
7862,IRAN     7,IRAN,MIDDLE EAST,
7863,IRAN     8,IRAN,MIDDLE EAST,
7864,UNITED KI5,UNITED KINGDOM,EUROPE,
7865,JAPAN    6,JAPAN,ASIA,
7866,CHINA    5,CHINA,ASIA,
7867,IRAQ     2,IRAQ,MIDDLE EAST,
7868,JORDAN   3,JORDAN,MIDDLE EAST,
7869,ROMANIA  1,ROMANIA,EUROPE,
7870,ETHIOPIA 3,ETHIOPIA,AFRICA,
7871,PERU     8,PERU,AMERICA,
7872,GERMANY  5,GERMANY,EUROPE,
7873,EGYPT    2,EGYPT,MIDDLE EAST,
7874,KENYA    4,KENYA,AFRICA,
7875,RUSSIA   4,RUSSIA,EUROPE,
7876,UNITED KI4,UNITED KINGDOM,EUROPE,
7877,INDIA    5,INDIA,ASIA,
7878,CHINA    7,CHINA,ASIA,
7879,JORDAN   6,JORDAN,MIDDLE EAST,
7880,PERU     0,PERU,AMERICA,
7881,IRAN     2,IRAN,MIDDLE EAST,
7882,SAUDI ARA7,SAUDI ARABIA,MIDDLE EAST,
7883,GERMANY  0,GERMANY,EUROPE,
7884,UNITED KI1,UNITED KINGDOM,EUROPE,
7885,VIETNAM  3,VIETNAM,ASIA,
7886,ALGERIA  0,ALGERIA,AFRICA,
7887,UNITED ST2,UNITED STATES,AMERICA,
7888,FRANCE   4,FRANCE,EUROPE,
7889,GERMANY  8,GERMANY,EUROPE,
7890,PERU     6,PERU,AMERICA,
7891,MOROCCO  7,MOROCCO,AFRICA,
7892,UNITED KI8,UNITED KINGDOM,EUROPE,
7893,CHINA    8,CHINA,ASIA,
7894,INDONESIA5,INDONESIA,ASIA,
7895,SAUDI ARA5,SAUDI ARABIA,MIDDLE EAST,
7896,GERMANY  0,GERMANY,EUROPE,
7897,IRAQ     8,IRAQ,MIDDLE EAST,
7898,CHINA    2,CHINA,ASIA,
7899,FRANCE   4,FRANCE,EUROPE,
7900,INDIA    5,INDIA,ASIA,
7901,IRAQ     2,IRAQ,MIDDLE EAST,
7902,GERMANY  6,GERMANY,EUROPE,
7903,CANADA   7,CANADA,AMERICA,
7904,CHINA    5,CHINA,ASIA,
7905,IRAQ     3,IRAQ,MIDDLE EAST,
7906,VIETNAM  4,VIETNAM,ASIA,
7907,CHINA    4,CHINA,ASIA,
7908,ARGENTINA8,ARGENTINA,AMERICA,
7909,ALGERIA  3,ALGERIA,AFRICA,
7910,MOROCCO  8,MOROCCO,AFRICA,
7911,JAPAN    8,JAPAN,ASIA,
7912,GERMANY  7,GERMANY,EUROPE,
7913,UNITED KI9,UNITED KINGDOM,EUROPE,
7914,INDONESIA2,INDONESIA,ASIA,
7915,ROMANIA  5,ROMANIA,EUROPE,
7916,FRANCE   2,FRANCE,EUROPE,
7917,INDONESIA1,INDONESIA,ASIA,
7918,FRANCE   8,FRANCE,EUROPE,
7919,MOROCCO  7,MOROCCO,AFRICA,
7920,ALGERIA  1,ALGERIA,AFRICA,
7921,SAUDI ARA3,SAUDI ARABIA,MIDDLE EAST,
7922,MOROCCO  6,MOROCCO,AFRICA,
7923,UNITED ST0,UNITED STATES,AMERICA,
7924,ROMANIA  1,ROMANIA,EUROPE,
7925,MOZAMBIQU4,MOZAMBIQUE,AFRICA,
7926,FRANCE   7,FRANCE,EUROPE,
7927,INDIA    0,INDIA,ASIA,
7928,ROMANIA  9,ROMANIA,EUROPE,
7929,VIETNAM  2,VIETNAM,ASIA,
7930,UNITED ST6,UNITED STATES,AMERICA,
7931,CANADA   8,CANADA,AMERICA,
7932,IRAN     1,IRAN,MIDDLE EAST,
7933,IRAN     4,IRAN,MIDDLE EAST,
7934,FRANCE   3,FRANCE,EUROPE,
7935,IRAQ     6,IRAQ,MIDDLE EAST,
7936,SAUDI ARA5,SAUDI ARABIA,MIDDLE EAST,
7937,ROMANIA  0,ROMANIA,EUROPE,
7938,IRAN     6,IRAN,MIDDLE EAST,
7939,MOZAMBIQU1,MOZAMBIQUE,AFRICA,
7940,ROMANIA  3,ROMANIA,EUROPE,
7941,ALGERIA  8,ALGERIA,AFRICA,
7942,RUSSIA   2,RUSSIA,EUROPE,
7943,IRAQ     6,IRAQ,MIDDLE EAST,
7944,FRANCE   0,FRANCE,EUROPE,
7945,KENYA    9,KENYA,AFRICA,
7946,UNITED KI4,UNITED KINGDOM,EUROPE,
7947,MOROCCO  2,MOROCCO,AFRICA,
7948,ALGERIA  1,ALGERIA,AFRICA,
7949,JORDAN   9,JORDAN,MIDDLE EAST,
7950,PERU     0,PERU,AMERICA,
7951,BRAZIL   1,BRAZIL,AMERICA,
7952,UNITED ST5,UNITED STATES,AMERICA,
7953,FRANCE   4,FRANCE,EUROPE,
7954,FRANCE   0,FRANCE,EUROPE,
7955,JORDAN   8,JORDAN,MIDDLE EAST,
7956,INDIA    4,INDIA,ASIA,
7957,ETHIOPIA 7,ETHIOPIA,AFRICA,
7958,BRAZIL   1,BRAZIL,AMERICA,
7959,JORDAN   6,JORDAN,MIDDLE EAST,
7960,VIETNAM  7,VIETNAM,ASIA,
7961,EGYPT    5,EGYPT,MIDDLE EAST,
7962,ARGENTINA4,ARGENTINA,AMERICA,
7963,JORDAN   0,JORDAN,MIDDLE EAST,
7964,BRAZIL   7,BRAZIL,AMERICA,
7965,UNITED ST6,UNITED STATES,AMERICA,
7966,MOZAMBIQU4,MOZAMBIQUE,AFRICA,
7967,CANADA   8,CANADA,AMERICA,
7968,MOZAMBIQU9,MOZAMBIQUE,AFRICA,
7969,CANADA   8,CANADA,AMERICA,
7970,IRAQ     9,IRAQ,MIDDLE EAST,
7971,JAPAN    0,JAPAN,ASIA,
7972,INDIA    8,INDIA,ASIA,
7973,FRANCE   7,FRANCE,EUROPE,
7974,ETHIOPIA 2,ETHIOPIA,AFRICA,
7975,BRAZIL   5,BRAZIL,AMERICA,
7976,SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,
7977,JAPAN    7,JAPAN,ASIA,
7978,KENYA    9,KENYA,AFRICA,
7979,KENYA    2,KENYA,AFRICA,
7980,PERU     5,PERU,AMERICA,
7981,MOZAMBIQU8,MOZAMBIQUE,AFRICA,
7982,RUSSIA   4,RUSSIA,EUROPE,
7983,FRANCE   7,FRANCE,EUROPE,
7984,UNITED KI2,UNITED KINGDOM,EUROPE,
7985,PERU     7,PERU,AMERICA,
7986,UNITED KI7,UNITED KINGDOM,EUROPE,
7987,EGYPT    1,EGYPT,MIDDLE EAST,
7988,RUSSIA   1,RUSSIA,EUROPE,
7989,ARGENTINA5,ARGENTINA,AMERICA,
7990,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,
7991,KENYA    0,KENYA,AFRICA,
7992,JORDAN   5,JORDAN,MIDDLE EAST,
7993,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,
7994,BRAZIL   6,BRAZIL,AMERICA,
7995,EGYPT    3,EGYPT,MIDDLE EAST,
7996,VIETNAM  7,VIETNAM,ASIA,
7997,INDIA    3,INDIA,ASIA,
7998,ROMANIA  0,ROMANIA,EUROPE,
7999,CHINA    6,CHINA,ASIA,
8000,IRAQ     1,IRAQ,MIDDLE EAST,
8001,IRAQ     4,IRAQ,MIDDLE EAST,
8002,RUSSIA   9,RUSSIA,EUROPE,
8003,VIETNAM  7,VIETNAM,ASIA,
8004,IRAN     3,IRAN,MIDDLE EAST,
8005,GERMANY  1,GERMANY,EUROPE,
8006,SAUDI ARA5,SAUDI ARABIA,MIDDLE EAST,
8007,IRAN     7,IRAN,MIDDLE EAST,
8008,KENYA    7,KENYA,AFRICA,
8009,KENYA    5,KENYA,AFRICA,
8010,CANADA   7,CANADA,AMERICA,
8011,RUSSIA   0,RUSSIA,EUROPE,
8012,JAPAN    9,JAPAN,ASIA,
8013,ROMANIA  8,ROMANIA,EUROPE,
8014,ETHIOPIA 9,ETHIOPIA,AFRICA,
8015,MOROCCO  4,MOROCCO,AFRICA,
8016,MOZAMBIQU9,MOZAMBIQUE,AFRICA,
8017,IRAQ     6,IRAQ,MIDDLE EAST,
8018,CANADA   6,CANADA,AMERICA,
8019,ETHIOPIA 7,ETHIOPIA,AFRICA,
8020,PERU     1,PERU,AMERICA,
8021,EGYPT    4,EGYPT,MIDDLE EAST,
8022,IRAQ     3,IRAQ,MIDDLE EAST,
8023,RUSSIA   9,RUSSIA,EUROPE,
8024,JORDAN   8,JORDAN,MIDDLE EAST,
8025,INDONESIA7,INDONESIA,ASIA,
8026,ARGENTINA3,ARGENTINA,AMERICA,
8027,EGYPT    3,EGYPT,MIDDLE EAST,
8028,UNITED KI3,UNITED KINGDOM,EUROPE,
8029,IRAN     3,IRAN,MIDDLE EAST,
8030,MOROCCO  5,MOROCCO,AFRICA,
8031,GERMANY  0,GERMANY,EUROPE,
8032,CHINA    6,CHINA,ASIA,
8033,ARGENTINA1,ARGENTINA,AMERICA,
8034,KENYA    8,KENYA,AFRICA,
8035,BRAZIL   1,BRAZIL,AMERICA,
8036,ARGENTINA6,ARGENTINA,AMERICA,
8037,ROMANIA  5,ROMANIA,EUROPE,
8038,RUSSIA   0,RUSSIA,EUROPE,
8039,KENYA    2,KENYA,AFRICA,
8040,VIETNAM  5,VIETNAM,ASIA,
8041,IRAN     8,IRAN,MIDDLE EAST,
8042,CHINA    1,CHINA,ASIA,
8043,SAUDI ARA3,SAUDI ARABIA,MIDDLE EAST,
8044,INDONESIA9,INDONESIA,ASIA,
8045,INDONESIA1,INDONESIA,ASIA,
8046,JAPAN    5,JAPAN,ASIA,
8047,INDONESIA9,INDONESIA,ASIA,
8048,JAPAN    0,JAPAN,ASIA,
8049,ALGERIA  9,ALGERIA,AFRICA,
8050,FRANCE   6,FRANCE,EUROPE,
8051,UNITED KI3,UNITED KINGDOM,EUROPE,
8052,UNITED KI1,UNITED KINGDOM,EUROPE,
8053,BRAZIL   1,BRAZIL,AMERICA,
8054,ARGENTINA6,ARGENTINA,AMERICA,
8055,EGYPT    0,EGYPT,MIDDLE EAST,
8056,ROMANIA  5,ROMANIA,EUROPE,
8057,INDIA    5,INDIA,ASIA,
8058,UNITED ST0,UNITED STATES,AMERICA,
8059,MOROCCO  6,MOROCCO,AFRICA,
8060,SAUDI ARA1,SAUDI ARABIA,MIDDLE EAST,
8061,RUSSIA   9,RUSSIA,EUROPE,
8062,PERU     1,PERU,AMERICA,
8063,INDONESIA3,INDONESIA,ASIA,
8064,CHINA    3,CHINA,ASIA,
8065,ALGERIA  5,ALGERIA,AFRICA,
8066,MOZAMBIQU4,MOZAMBIQUE,AFRICA,
8067,ARGENTINA9,ARGENTINA,AMERICA,
8068,UNITED KI4,UNITED KINGDOM,EUROPE,
8069,INDONESIA8,INDONESIA,ASIA,
8070,JORDAN   5,JORDAN,MIDDLE EAST,
8071,VIETNAM  2,VIETNAM,ASIA,
8072,FRANCE   6,FRANCE,EUROPE,
8073,INDIA    3,INDIA,ASIA,
8074,VIETNAM  9,VIETNAM,ASIA,
8075,INDIA    7,INDIA,ASIA,
8076,ETHIOPIA 7,ETHIOPIA,AFRICA,
8077,CANADA   5,CANADA,AMERICA,
8078,GERMANY  0,GERMANY,EUROPE,
8079,UNITED KI0,UNITED KINGDOM,EUROPE,
8080,MOROCCO  0,MOROCCO,AFRICA,
8081,EGYPT    0,EGYPT,MIDDLE EAST,
8082,JORDAN   9,JORDAN,MIDDLE EAST,
8083,SAUDI ARA7,SAUDI ARABIA,MIDDLE EAST,
8084,ROMANIA  5,ROMANIA,EUROPE,
8085,JORDAN   6,JORDAN,MIDDLE EAST,
8086,MOZAMBIQU3,MOZAMBIQUE,AFRICA,
8087,CHINA    2,CHINA,ASIA,
8088,ARGENTINA8,ARGENTINA,AMERICA,
8089,UNITED ST0,UNITED STATES,AMERICA,
8090,IRAN     7,IRAN,MIDDLE EAST,
8091,INDIA    7,INDIA,ASIA,
8092,IRAN     4,IRAN,MIDDLE EAST,
8093,BRAZIL   4,BRAZIL,AMERICA,
8094,EGYPT    6,EGYPT,MIDDLE EAST,
8095,JAPAN    8,JAPAN,ASIA,
8096,ALGERIA  7,ALGERIA,AFRICA,
8097,UNITED KI1,UNITED KINGDOM,EUROPE,
8098,CANADA   0,CANADA,AMERICA,
8099,EGYPT    0,EGYPT,MIDDLE EAST,
8100,INDIA    2,INDIA,ASIA,
8101,BRAZIL   7,BRAZIL,AMERICA,
8102,ALGERIA  1,ALGERIA,AFRICA,
8103,KENYA    1,KENYA,AFRICA,
8104,ETHIOPIA 2,ETHIOPIA,AFRICA,
8105,MOZAMBIQU3,MOZAMBIQUE,AFRICA,
8106,EGYPT    2,EGYPT,MIDDLE EAST,
8107,UNITED KI6,UNITED KINGDOM,EUROPE,
8108,CANADA   4,CANADA,AMERICA,
8109,RUSSIA   0,RUSSIA,EUROPE,
8110,KENYA    5,KENYA,AFRICA,
8111,UNITED KI3,UNITED KINGDOM,EUROPE,
8112,GERMANY  9,GERMANY,EUROPE,
8113,JAPAN    5,JAPAN,ASIA,
8114,ALGERIA  2,ALGERIA,AFRICA,
8115,BRAZIL   7,BRAZIL,AMERICA,
8116,RUSSIA   5,RUSSIA,EUROPE,
8117,IRAN     7,IRAN,MIDDLE EAST,
8118,EGYPT    1,EGYPT,MIDDLE EAST,
8119,CHINA    9,CHINA,ASIA,
8120,FRANCE   8,FRANCE,EUROPE,
8121,UNITED ST3,UNITED STATES,AMERICA,
8122,PERU     3,PERU,AMERICA,
8123,KENYA    9,KENYA,AFRICA,
8124,JAPAN    9,JAPAN,ASIA,
8125,ARGENTINA5,ARGENTINA,AMERICA,
8126,ROMANIA  6,ROMANIA,EUROPE,
8127,ARGENTINA7,ARGENTINA,AMERICA,
8128,INDIA    3,INDIA,ASIA,
8129,ROMANIA  9,ROMANIA,EUROPE,
8130,EGYPT    6,EGYPT,MIDDLE EAST,
8131,EGYPT    9,EGYPT,MIDDLE EAST,
8132,ROMANIA  9,ROMANIA,EUROPE,
8133,PERU     9,PERU,AMERICA,
8134,INDONESIA0,INDONESIA,ASIA,
8135,SAUDI ARA5,SAUDI ARABIA,MIDDLE EAST,
8136,ARGENTINA9,ARGENTINA,AMERICA,
8137,MOZAMBIQU6,MOZAMBIQUE,AFRICA,
8138,IRAN     3,IRAN,MIDDLE EAST,
8139,MOROCCO  0,MOROCCO,AFRICA,
8140,MOZAMBIQU5,MOZAMBIQUE,AFRICA,
8141,CANADA   3,CANADA,AMERICA,
8142,ROMANIA  3,ROMANIA,EUROPE,
8143,ROMANIA  4,ROMANIA,EUROPE,
8144,MOZAMBIQU3,MOZAMBIQUE,AFRICA,
8145,ALGERIA  0,ALGERIA,AFRICA,
8146,ALGERIA  8,ALGERIA,AFRICA,
8147,IRAQ     9,IRAQ,MIDDLE EAST,
8148,UNITED ST0,UNITED STATES,AMERICA,
8149,INDONESIA1,INDONESIA,ASIA,
8150,ALGERIA  1,ALGERIA,AFRICA,
8151,ALGERIA  4,ALGERIA,AFRICA,
8152,JAPAN    7,JAPAN,ASIA,
8153,MOZAMBIQU3,MOZAMBIQUE,AFRICA,
8154,JAPAN    2,JAPAN,ASIA,
8155,BRAZIL   4,BRAZIL,AMERICA,
8156,IRAQ     6,IRAQ,MIDDLE EAST,
8157,RUSSIA   2,RUSSIA,EUROPE,
8158,INDONESIA0,INDONESIA,ASIA,
8159,INDONESIA6,INDONESIA,ASIA,
8160,EGYPT    1,EGYPT,MIDDLE EAST,
8161,ROMANIA  8,ROMANIA,EUROPE,
8162,ALGERIA  8,ALGERIA,AFRICA,
8163,EGYPT    4,EGYPT,MIDDLE EAST,
8164,IRAQ     0,IRAQ,MIDDLE EAST,
8165,VIETNAM  5,VIETNAM,ASIA,
8166,VIETNAM  0,VIETNAM,ASIA,
8167,IRAQ     6,IRAQ,MIDDLE EAST,
8168,UNITED ST6,UNITED STATES,AMERICA,
8169,SAUDI ARA0,SAUDI ARABIA,MIDDLE EAST,
8170,JORDAN   1,JORDAN,MIDDLE EAST,
8171,CANADA   0,CANADA,AMERICA,
8172,CANADA   6,CANADA,AMERICA,
8173,VIETNAM  6,VIETNAM,ASIA,
8174,BRAZIL   5,BRAZIL,AMERICA,
8175,RUSSIA   8,RUSSIA,EUROPE,
8176,MOZAMBIQU2,MOZAMBIQUE,AFRICA,
8177,CHINA    2,CHINA,ASIA,
8178,SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,
8179,CANADA   8,CANADA,AMERICA,
8180,RUSSIA   1,RUSSIA,EUROPE,
8181,PERU     9,PERU,AMERICA,
8182,UNITED KI0,UNITED KINGDOM,EUROPE,
8183,INDONESIA0,INDONESIA,ASIA,
8184,ALGERIA  9,ALGERIA,AFRICA,
8185,CHINA    9,CHINA,ASIA,
8186,PERU     4,PERU,AMERICA,
8187,BRAZIL   3,BRAZIL,AMERICA,
8188,CANADA   4,CANADA,AMERICA,
8189,ALGERIA  9,ALGERIA,AFRICA,
8190,CANADA   1,CANADA,AMERICA,
8191,BRAZIL   7,BRAZIL,AMERICA,
8192,MOROCCO  5,MOROCCO,AFRICA,
8193,EGYPT    1,EGYPT,MIDDLE EAST,
8194,ALGERIA  8,ALGERIA,AFRICA,
8195,ALGERIA  1,ALGERIA,AFRICA,
8196,MOZAMBIQU0,MOZAMBIQUE,AFRICA,
8197,IRAQ     6,IRAQ,MIDDLE EAST,
8198,MOZAMBIQU7,MOZAMBIQUE,AFRICA,
8199,ETHIOPIA 3,ETHIOPIA,AFRICA,
8200,ETHIOPIA 4,ETHIOPIA,AFRICA,
8201,ROMANIA  1,ROMANIA,EUROPE,
8202,UNITED KI7,UNITED KINGDOM,EUROPE,
8203,CANADA   5,CANADA,AMERICA,
8204,JAPAN    7,JAPAN,ASIA,
8205,SAUDI ARA7,SAUDI ARABIA,MIDDLE EAST,
8206,ARGENTINA9,ARGENTINA,AMERICA,
8207,BRAZIL   3,BRAZIL,AMERICA,
8208,INDONESIA7,INDONESIA,ASIA,
8209,MOZAMBIQU1,MOZAMBIQUE,AFRICA,
8210,RUSSIA   2,RUSSIA,EUROPE,
8211,FRANCE   0,FRANCE,EUROPE,
8212,ROMANIA  8,ROMANIA,EUROPE,
8213,ROMANIA  5,ROMANIA,EUROPE,
8214,ROMANIA  3,ROMANIA,EUROPE,
8215,ARGENTINA0,ARGENTINA,AMERICA,
8216,INDIA    5,INDIA,ASIA,
8217,BRAZIL   1,BRAZIL,AMERICA,
8218,CHINA    9,CHINA,ASIA,
8219,IRAN     7,IRAN,MIDDLE EAST,
8220,SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,
8221,MOZAMBIQU3,MOZAMBIQUE,AFRICA,
8222,JAPAN    1,JAPAN,ASIA,
8223,ALGERIA  5,ALGERIA,AFRICA,
8224,ROMANIA  4,ROMANIA,EUROPE,
8225,CHINA    6,CHINA,ASIA,
8226,GERMANY  6,GERMANY,EUROPE,
8227,BRAZIL   2,BRAZIL,AMERICA,
8228,CANADA   4,CANADA,AMERICA,
8229,IRAN     1,IRAN,MIDDLE EAST,
8230,BRAZIL   5,BRAZIL,AMERICA,
8231,FRANCE   0,FRANCE,EUROPE,
8232,INDONESIA4,INDONESIA,ASIA,
8233,INDONESIA0,INDONESIA,ASIA,
8234,IRAQ     2,IRAQ,MIDDLE EAST,
8235,CHINA    8,CHINA,ASIA,
8236,GERMANY  0,GERMANY,EUROPE,
8237,EGYPT    4,EGYPT,MIDDLE EAST,
8238,ROMANIA  0,ROMANIA,EUROPE,
8239,GERMANY  5,GERMANY,EUROPE,
8240,CANADA   6,CANADA,AMERICA,
8241,CANADA   2,CANADA,AMERICA,
8242,ETHIOPIA 7,ETHIOPIA,AFRICA,
8243,JORDAN   6,JORDAN,MIDDLE EAST,
8244,UNITED KI5,UNITED KINGDOM,EUROPE,
8245,ARGENTINA0,ARGENTINA,AMERICA,
8246,PERU     2,PERU,AMERICA,
8247,ALGERIA  6,ALGERIA,AFRICA,
8248,EGYPT    8,EGYPT,MIDDLE EAST,
8249,INDIA    2,INDIA,ASIA,
8250,MOROCCO  5,MOROCCO,AFRICA,
8251,CHINA    3,CHINA,ASIA,
8252,IRAN     6,IRAN,MIDDLE EAST,
8253,CHINA    1,CHINA,ASIA,
8254,MOROCCO  8,MOROCCO,AFRICA,
8255,MOROCCO  3,MOROCCO,AFRICA,
8256,JAPAN    6,JAPAN,ASIA,
8257,ROMANIA  7,ROMANIA,EUROPE,
8258,JORDAN   9,JORDAN,MIDDLE EAST,
8259,JAPAN    6,JAPAN,ASIA,
8260,VIETNAM  0,VIETNAM,ASIA,
8261,ARGENTINA8,ARGENTINA,AMERICA,
8262,INDIA    6,INDIA,ASIA,
8263,UNITED KI1,UNITED KINGDOM,EUROPE,
8264,GERMANY  7,GERMANY,EUROPE,
8265,UNITED KI4,UNITED KINGDOM,EUROPE,
8266,ETHIOPIA 6,ETHIOPIA,AFRICA,
8267,MOROCCO  2,MOROCCO,AFRICA,
8268,GERMANY  4,GERMANY,EUROPE,
8269,ALGERIA  3,ALGERIA,AFRICA,
8270,KENYA    7,KENYA,AFRICA,
8271,FRANCE   2,FRANCE,EUROPE,
8272,UNITED ST3,UNITED STATES,AMERICA,
8273,IRAQ     9,IRAQ,MIDDLE EAST,
8274,RUSSIA   4,RUSSIA,EUROPE,
8275,MOZAMBIQU9,MOZAMBIQUE,AFRICA,
8276,UNITED ST2,UNITED STATES,AMERICA,
8277,UNITED KI8,UNITED KINGDOM,EUROPE,
8278,JAPAN    3,JAPAN,ASIA,
8279,MOZAMBIQU1,MOZAMBIQUE,AFRICA,
8280,FRANCE   5,FRANCE,EUROPE,
8281,BRAZIL   8,BRAZIL,AMERICA,
8282,SAUDI ARA7,SAUDI ARABIA,MIDDLE EAST,
8283,CANADA   3,CANADA,AMERICA,
8284,ROMANIA  8,ROMANIA,EUROPE,
8285,IRAN     1,IRAN,MIDDLE EAST,
8286,MOZAMBIQU5,MOZAMBIQUE,AFRICA,
